-19.954749,25.448923,104.530930,-0.640543,-0.299507,-0.707107,1,1,"h29"
-19.954749,25.448923,112.530930,-0.640543,-0.299507,-0.707107,1,1,"h62"
-19.954749,25.448923,110.530930,-0.640543,-0.299507,-0.707107,1,1,"h63"
-19.954749,25.448923,114.530930,-0.640543,-0.299507,-0.707107,1,1,"h64"
-19.954749,25.448923,102.530930,-0.640543,-0.299507,-0.707107,1,1,"h65"
-19.954749,25.448923,106.530930,-0.640543,-0.299507,-0.707107,1,1,"h66"
-19.954749,25.448923,108.530930,-0.640543,-0.299507,-0.707107,1,1,"h67"
-19.954749,25.448923,90.530930,-0.640543,-0.299507,-0.707107,1,1,"h72"
-19.954749,25.448923,92.530930,-0.640543,-0.299507,-0.707107,1,1,"h73"
-19.954749,25.448923,88.530930,-0.640543,-0.299507,-0.707107,1,1,"h75"
-19.954749,25.448923,98.530930,-0.640543,-0.299507,-0.707107,1,1,"h76"
-19.954749,25.448923,100.530930,-0.640543,-0.299507,-0.707107,1,1,"h77"
-19.954749,25.448923,94.530930,-0.640543,-0.299507,-0.707107,1,1,"h78"
-19.954749,25.448923,96.530930,-0.640543,-0.299507,-0.707107,1,1,"h79"
-19.809494,27.405678,105.205812,-0.706964,-0.014192,-0.707107,1,1,"h86"
-19.809494,27.405678,113.205812,-0.706964,-0.014192,-0.707107,1,1,"h87"
-19.809494,27.405678,111.205812,-0.706964,-0.014192,-0.707107,1,1,"h88"
-19.809494,27.405678,115.205812,-0.706964,-0.014192,-0.707107,1,1,"h89"
-19.809494,27.405678,103.205812,-0.706964,-0.014192,-0.707107,1,1,"h90"
-19.809494,27.405678,107.205812,-0.706964,-0.014192,-0.707107,1,1,"h91"
-19.809494,27.405678,109.205812,-0.706964,-0.014192,-0.707107,1,1,"h92"
-19.809494,27.405678,91.205812,-0.706964,-0.014192,-0.707107,1,1,"h93"
-19.809494,27.405678,93.205812,-0.706964,-0.014192,-0.707107,1,1,"h94"
-19.809494,27.405678,87.205812,-0.706964,-0.014192,-0.707107,1,1,"h95"
-19.809494,27.405678,89.205812,-0.706964,-0.014192,-0.707107,1,1,"h96"
-19.809494,27.405678,99.205812,-0.706964,-0.014192,-0.707107,1,1,"h97"
-19.809494,27.405678,101.205812,-0.706964,-0.014192,-0.707107,1,1,"h98"
-19.809494,27.405678,95.205812,-0.706964,-0.014192,-0.707107,1,1,"h99"
-19.809494,27.405678,97.205812,-0.706964,-0.014192,-0.707107,1,1,"h100"
